Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXT02.4HH3,small SUV,7,23,30,26,5,No,351
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT02.4HH5,small SUV,5,23,30,26,5,No,351
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT02.4HH5,small SUV,5,23,30,26,5,No,351
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXT02.4HH3,small SUV,7,22,26,23,5,No,386
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXT02.4HH3,small SUV,7,22,26,23,5,No,386
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT02.4HH5,small SUV,5,22,26,23,5,No,386
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT02.4HH5,small SUV,5,22,26,23,5,No,386
KIA Stinger,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV02.0EG6,midsize car,3,22,29,25,5,No,365
KIA Stinger,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV02.0EG6,midsize car,3,22,29,25,5,No,365
KIA Stinger,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV02.0EG6,midsize car,3,21,29,24,5,No,368
KIA Stinger,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV02.0EG6,midsize car,3,21,29,24,5,No,368
KIA Stinger,3.3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV03.3EJ6,midsize car,3,17,25,20,4,No,446
KIA Stinger,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV03.3EJ6,midsize car,3,17,25,20,4,No,446
KIA Stinger,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV03.3EJ6,midsize car,3,17,25,20,4,No,449
KIA Stinger,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV03.3EJ6,midsize car,3,17,25,20,4,No,449
KIA Telluride,3.8,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT03.8ML5,small SUV,5,20,26,23,5,No,395
KIA Telluride,3.8,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT03.8ML5,small SUV,5,20,26,23,5,No,395
KIA Telluride,3.8,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT03.8ML5,small SUV,5,19,24,21,4,No,426
KIA Telluride,3.8,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT03.8ML5,small SUV,5,19,24,21,4,No,426
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV06.5LDR,small car,1,9,15,11,1,No,787
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV06.5LDR,small car,1,9,15,11,1,No,787
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV06.5LDR,small car,1,9,15,11,1,No,806
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV06.5LDR,small car,1,9,15,11,1,No,806
LAMBORGHINI Huracan,5.2,10,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV05.2NDE,small car,1,13,18,15,2,No,595
LAMBORGHINI Huracan,5.2,10,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV05.2NDE,small car,1,13,18,15,2,No,595
LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV05.2NDE,small car,1,13,18,15,2,No,595
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV05.2NDE,small car,1,13,18,15,2,No,595
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV05.2NDE,small car,1,13,18,15,2,No,596
LAMBORGHINI Urus,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT04.0PAA,standard SUV,3,12,17,14,1,No,617
LAMBORGHINI Urus,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT04.0PAA,standard SUV,3,12,17,14,1,No,617
LAND ROVER Defender 110,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTW,standard SUV,7,17,20,18,3,No,492
LAND ROVER Defender 110,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTW,standard SUV,7,17,20,18,3,No,492
LAND ROVER Defender 110 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
LAND ROVER Defender 110 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
LAND ROVER Defender 90,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTW,standard SUV,7,18,21,19,3,No,466
LAND ROVER Defender 90,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTW,standard SUV,7,18,21,19,3,No,466
LAND ROVER Defender 90 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
LAND ROVER Defender 90 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
LAND ROVER Discovery,3,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LJLXT03.0GTR,standard SUV,1,21,26,23,4,No,448
LAND ROVER Discovery,3,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LJLXT03.0GTR,standard SUV,1,21,26,23,4,No,448
LAND ROVER Discovery,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT03.0FSP,standard SUV,7,16,21,18,3,No,500
LAND ROVER Discovery,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT03.0FSP,standard SUV,7,16,21,18,3,No,500
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTV,small SUV,7,19,24,21,4,No,427
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTV,small SUV,7,19,24,21,4,No,427
LAND ROVER Discovery Sport MHEV,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTV,small SUV,7,19,24,21,4,No,422
LAND ROVER Discovery Sport MHEV,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTV,small SUV,7,19,24,21,4,No,422
LAND ROVER Evoque,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTV,small SUV,7,20,27,23,5,No,394
LAND ROVER Evoque,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTV,small SUV,7,20,27,23,5,No,394
LAND ROVER Evoque MHEV,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTV,small SUV,7,21,26,23,5,No,389
